Date,Open,High,Low,Close,Adj Close,Volume
2020-06-05,2093.899902,2094.949951,2040.900024,2048.100098,1982.641479,133484
2020-06-08,2073.000000,2095.000000,2062.600098,2071.399902,2005.196411,248364
2020-06-09,2068.899902,2096.850098,2061.100098,2073.350098,2007.084595,72244
2020-06-10,2073.000000,2132.050049,2073.000000,2108.300049,2040.917603,183320
2020-06-11,2102.000000,2103.750000,2062.500000,2067.800049,2001.711914,80173
2020-06-12,2009.000000,2049.000000,2009.000000,2038.699951,1973.541870,94325
2020-06-15,2040.000000,2058.000000,2000.599976,2030.050049,1965.168335,70028
2020-06-16,2061.000000,2072.550049,2031.000000,2044.949951,1979.592041,274912
2020-06-17,2042.000000,2058.899902,2027.650024,2047.750000,1982.302490,1555595
2020-06-18,2035.050049,2059.000000,2026.000000,2036.800049,1971.702515,107922
2020-06-19,null,null,null,null,null,null
2020-06-22,2045.050049,2050.000000,2020.000000,2028.300049,1963.474243,210773
2020-06-23,2017.000000,2043.849976,2010.000000,2035.400024,1970.347412,925309
2020-06-24,2037.000000,2064.000000,2033.750000,2042.349976,1977.075195,183408
2020-06-25,2027.250000,2059.750000,2008.000000,2010.900024,1946.630249,401416
2020-06-26,2025.000000,2129.800049,2020.000000,2115.600098,2047.984253,285133
2020-06-29,2114.000000,2127.000000,2091.800049,2101.850098,2034.673462,113144
2020-06-30,2090.000000,2111.000000,2075.850098,2082.199951,2015.651611,144796
2020-07-01,2085.050049,2113.649902,2081.550049,2092.550049,2025.670898,85048
2020-07-02,2096.100098,2165.000000,2096.100098,2158.350098,2089.367920,159176
2020-07-03,null,null,null,null,null,null
2020-07-06,2208.699951,2269.000000,2206.250000,2263.100098,2190.770020,1248594
2020-07-07,2269.000000,2301.850098,2232.750000,2269.949951,2197.401123,192542
2020-07-08,2275.000000,2275.000000,2209.800049,2217.649902,2146.772461,107819
2020-07-09,2225.000000,2244.649902,2192.600098,2204.350098,2133.897705,119208
2020-07-10,2200.000000,2249.149902,2177.250000,2221.649902,2150.644531,259682
2020-07-13,2225.000000,2244.500000,2210.750000,2219.550049,2148.611816,91299
2020-07-14,2217.000000,2237.449951,2166.300049,2171.699951,2102.291016,105794
2020-07-15,2183.000000,2259.149902,2183.000000,2233.550049,2162.164307,141346
2020-07-16,2264.000000,2332.000000,2220.949951,2233.649902,2162.260986,260133
2020-07-17,2255.000000,2255.000000,2190.100098,2201.350098,2130.993408,167683
2020-07-20,2200.000000,2226.000000,2191.199951,2209.750000,2139.125000,108192
2020-07-21,2227.000000,2240.699951,2202.000000,2225.600098,2154.468506,133461
2020-07-22,2232.300049,2237.000000,2185.000000,2189.949951,2119.957764,128289
2020-07-23,2190.000000,2191.000000,2162.449951,2170.750000,2101.371338,63185
2020-07-24,2158.800049,2162.100098,2125.850098,2157.050049,2088.109375,106972
2020-07-27,2160.000000,2215.000000,2160.000000,2205.800049,2135.301270,110937
2020-07-28,2214.000000,2320.000000,2214.000000,2309.199951,2235.396484,345610
2020-07-29,2292.000000,2342.000000,2247.000000,2275.050049,2202.338135,173540
2020-07-30,2292.000000,2357.149902,2273.649902,2277.949951,2205.145020,209369
2020-07-31,2300.500000,2335.000000,2258.500000,2282.449951,2209.501465,115665
2020-08-03,2299.000000,2302.449951,2232.000000,2251.300049,2179.347168,216125
2020-08-04,2260.000000,2269.300049,2226.000000,2249.149902,2177.265625,98064
2020-08-05,2264.949951,2299.949951,2253.300049,2258.800049,2186.607422,227082
2020-08-06,2271.100098,2317.750000,2264.350098,2307.699951,2233.944336,136621
2020-08-07,2318.899902,2327.000000,2287.800049,2294.949951,2221.601807,149776
2020-08-10,2310.000000,2324.350098,2275.649902,2281.600098,2208.678467,50885
2020-08-11,2285.000000,2312.399902,2276.100098,2279.250000,2206.403564,53937
2020-08-12,2281.000000,2303.500000,2247.199951,2256.699951,2184.574219,98143
2020-08-13,2277.500000,2299.449951,2250.500000,2255.500000,2183.412598,64899
2020-08-14,2274.399902,2281.250000,2233.149902,2242.449951,2170.779785,98443
2020-08-17,2255.000000,2268.850098,2239.000000,2252.050049,2180.072998,98833
2020-08-18,2264.800049,2288.500000,2250.000000,2269.399902,2196.868408,63828
2020-08-19,2273.899902,2283.949951,2253.000000,2256.250000,2184.138672,70011
2020-08-20,2257.000000,2276.000000,2240.000000,2252.000000,2180.024658,137977
2020-08-21,2254.000000,2270.300049,2242.000000,2248.199951,2176.345947,54539
2020-08-24,2248.000000,2259.149902,2230.000000,2247.949951,2176.104004,69290
2020-08-25,2250.000000,2250.000000,2235.000000,2242.250000,2170.586182,44505
2020-08-26,2245.000000,2260.000000,2217.050049,2254.649902,2182.589844,76925
2020-08-27,2261.050049,2287.000000,2242.350098,2247.899902,2176.055420,134823
2020-08-28,2265.000000,2280.000000,2234.500000,2237.100098,2165.601074,75463
2020-08-31,2241.000000,2275.850098,2228.300049,2256.350098,2184.235596,121315
2020-09-01,2265.000000,2278.100098,2241.500000,2245.300049,2173.538818,54703
2020-09-02,2249.000000,2268.350098,2242.000000,2264.800049,2192.415527,408776
2020-09-03,2265.100098,2323.800049,2265.100098,2299.550049,2226.054932,109805
2020-09-04,2242.000000,2323.500000,2242.000000,2289.750000,2216.568115,153313
2020-09-07,2288.000000,2342.000000,2283.000000,2327.399902,2253.014648,182399
2020-09-08,2330.500000,2389.500000,2326.600098,2348.949951,2273.876221,251949
2020-09-09,2325.000000,2359.149902,2320.000000,2323.750000,2249.481201,101324
2020-09-10,2329.000000,2348.899902,2324.850098,2331.600098,2257.080811,79509
2020-09-11,2348.000000,2382.649902,2331.000000,2373.699951,2297.834961,174945
2020-09-14,2377.000000,2504.199951,2377.000000,2492.300049,2412.644531,191774
2020-09-15,2487.500000,2538.000000,2459.899902,2490.250000,2410.659912,437465
2020-09-16,2490.000000,2507.100098,2478.500000,2502.649902,2422.663574,100286
2020-09-17,2487.000000,2495.000000,2452.600098,2460.050049,2381.425293,83371
2020-09-18,2480.000000,2501.000000,2435.750000,2450.750000,2372.422607,57975
2020-09-21,2460.000000,2505.000000,2453.600098,2464.600098,2385.829590,127699
2020-09-22,2484.800049,2554.000000,2458.449951,2523.550049,2442.895752,264321
2020-09-23,2510.000000,2517.000000,2410.000000,2467.149902,2388.298096,238132
2020-09-24,2450.000000,2450.000000,2302.500000,2331.500000,2256.983887,189137
2020-09-25,2370.000000,2439.800049,2350.050049,2422.300049,2344.881836,236610
2020-09-28,2435.000000,2442.800049,2365.850098,2425.350098,2347.834229,158816
2020-09-29,2439.000000,2512.000000,2434.000000,2487.250000,2407.755859,192086
2020-09-30,2495.000000,2505.050049,2459.250000,2491.500000,2411.870117,438317
2020-10-01,2509.800049,2539.000000,2492.000000,2522.750000,2442.121338,55334
2020-10-05,2610.000000,2727.000000,2604.000000,2706.850098,2620.337646,473381
2020-10-06,2736.000000,2736.000000,2649.350098,2716.149902,2629.339844,330035
2020-10-07,2738.000000,2769.000000,2703.000000,2737.399902,2649.910889,277896
2020-10-08,2825.000000,2885.000000,2800.000000,2824.800049,2734.517578,692625
2020-10-09,2823.000000,2828.750000,2781.000000,2814.949951,2724.982422,186388
2020-10-12,2818.899902,2853.649902,2802.000000,2831.199951,2740.712891,191337
2020-10-13,2845.000000,2855.000000,2813.250000,2825.649902,2735.340332,149828
2020-10-14,2840.149902,2840.149902,2788.949951,2809.800049,2719.997070,86667
2020-10-15,2810.100098,2827.000000,2727.000000,2738.699951,2651.169189,589029
2020-10-16,2751.000000,2771.199951,2733.449951,2762.500000,2674.208740,64823
2020-10-19,2777.000000,2777.000000,2706.600098,2711.449951,2624.790283,90310
2020-10-20,2722.000000,2760.000000,2720.000000,2738.399902,2650.879150,56441
2020-10-21,2739.000000,2749.600098,2663.100098,2675.449951,2589.940918,109319
2020-10-22,2666.800049,2687.250000,2638.550049,2670.800049,2585.439453,151372
2020-10-23,2684.000000,2706.050049,2670.550049,2686.449951,2600.589111,69850
2020-10-26,2695.000000,2709.800049,2671.699951,2687.649902,2601.750977,72725
2020-10-27,2696.850098,2717.000000,2625.000000,2631.449951,2547.346924,86794
2020-10-28,2653.000000,2656.350098,2607.199951,2621.750000,2537.957031,471923
2020-10-29,2605.000000,2654.449951,2601.000000,2633.699951,2549.525391,86748
2020-10-30,2639.000000,2673.949951,2621.649902,2664.850098,2579.679688,77960
2020-11-02,2665.000000,2665.000000,2600.000000,2603.850098,2520.629639,106105
2020-11-03,2604.699951,2664.750000,2602.000000,2632.649902,2548.508789,66138
2020-11-04,2625.000000,2720.449951,2615.000000,2653.250000,2568.450439,129239
2020-11-05,2681.000000,2709.750000,2667.399902,2687.250000,2601.363770,114531
2020-11-06,2695.000000,2713.350098,2681.699951,2708.250000,2621.692627,86947
2020-11-09,2738.250000,2743.800049,2695.050049,2725.899902,2638.778076,124207
2020-11-10,2725.000000,2725.000000,2640.000000,2649.949951,2565.255859,182867
2020-11-11,2645.300049,2691.850098,2644.250000,2688.550049,2602.622314,179045
2020-11-12,2687.000000,2711.649902,2662.550049,2670.699951,2585.342773,75051
2020-11-13,2656.000000,2663.949951,2636.449951,2657.300049,2572.371094,436036
2020-11-14,2680.000000,2680.000000,2660.050049,2670.699951,2585.342773,23415
2020-11-17,2685.000000,2690.000000,2650.350098,2666.199951,2580.986572,87495
2020-11-18,2665.000000,2665.000000,2608.050049,2625.899902,2541.974365,139122
2020-11-19,2630.000000,2678.600098,2630.000000,2637.050049,2552.768311,114908
2020-11-20,2655.000000,2675.000000,2628.250000,2659.600098,2574.597656,146090
2020-11-23,2685.000000,2730.000000,2666.000000,2724.000000,2636.939209,129100
2020-11-24,2738.000000,2743.000000,2705.000000,2722.100098,2635.100098,103065
2020-11-25,2727.000000,2730.000000,2688.399902,2700.699951,2614.383789,198420
2020-11-26,2686.649902,2729.949951,2681.000000,2720.850098,2633.890137,60434
2020-11-27,2700.000000,2717.949951,2670.000000,2679.149902,2593.522461,110671
2020-12-01,2680.000000,2735.000000,2625.100098,2726.949951,2639.794922,90136
2020-12-02,2720.000000,2753.699951,2702.250000,2749.149902,2661.285156,103473
2020-12-03,2768.550049,2768.800049,2702.300049,2708.449951,2621.886230,392788
2020-12-04,2706.000000,2738.050049,2700.000000,2726.000000,2638.875000,67094
2020-12-07,2719.000000,2743.000000,2706.300049,2736.000000,2648.555664,44595
2020-12-08,2745.000000,2804.850098,2733.000000,2796.399902,2707.025391,97986
2020-12-09,2818.000000,2840.000000,2793.850098,2809.800049,2719.997070,108846
2020-12-10,2820.000000,2824.649902,2780.149902,2784.149902,2695.166748,50596
2020-12-11,2795.000000,2807.000000,2765.000000,2783.449951,2694.489014,55137
2020-12-14,2800.100098,2806.199951,2757.000000,2796.500000,2707.122070,57915
2020-12-15,2790.000000,2795.000000,2756.000000,2761.199951,2672.950195,108436
2020-12-16,2775.000000,2819.750000,2761.199951,2813.250000,2723.336914,71532
2020-12-17,2813.949951,2849.000000,2805.550049,2837.899902,2747.198730,74645
2020-12-18,2861.000000,2898.000000,2847.000000,2862.600098,2771.109619,155614
2020-12-21,2865.000000,2888.550049,2782.899902,2818.750000,2728.660889,181011
2020-12-22,2830.000000,2883.100098,2819.000000,2870.800049,2779.047363,90096
2020-12-23,2889.000000,2918.000000,2866.050049,2907.199951,2814.284180,84950
2020-12-24,2914.850098,2921.949951,2884.000000,2908.449951,2815.494141,63577
2020-12-28,2912.850098,2949.899902,2902.300049,2928.250000,2834.661133,80008
2020-12-29,2928.250000,2951.899902,2924.199951,2930.649902,2836.984619,47486
2020-12-30,2937.000000,2947.000000,2904.000000,2908.850098,2815.881348,175469
2020-12-31,2902.000000,2906.050049,2845.000000,2870.199951,2778.466553,834286
2021-01-01,2879.000000,2939.899902,2877.300049,2928.199951,2834.613037,152353
2021-01-04,2950.000000,3050.000000,2942.000000,3039.250000,2942.113525,208783
2021-01-05,3044.100098,3112.750000,3040.000000,3092.300049,2993.468018,188379
2021-01-06,3102.149902,3114.449951,3037.800049,3052.949951,2955.375732,118089
2021-01-07,3075.000000,3079.800049,3001.000000,3032.699951,2935.772949,160557
2021-01-08,3085.199951,3127.550049,3061.800049,3120.350098,3020.621826,210057
2021-01-11,3215.000000,3224.000000,3147.449951,3175.050049,3073.573242,253600
2021-01-12,3179.949951,3208.100098,3150.949951,3172.850098,3071.443848,132445
2021-01-13,3179.949951,3179.949951,3127.100098,3158.800049,3057.842773,653157
2021-01-14,3164.000000,3267.000000,3120.000000,3250.149902,3146.272949,531550
2021-01-15,3244.350098,3273.850098,3210.100098,3233.600098,3130.252197,162323
2021-01-18,3249.000000,3255.500000,3186.600098,3220.800049,3117.861084,167704
2021-01-19,3229.000000,3279.000000,3229.000000,3265.149902,3160.793701,94206
2021-01-20,3265.000000,3327.000000,3265.000000,3308.199951,3202.467529,1574806
2021-01-21,3308.000000,3310.000000,3262.000000,3274.800049,3170.135498,85349
2021-01-22,3249.100098,3323.899902,3249.050049,3303.399902,3197.821045,316515
2021-01-25,3295.000000,3345.250000,3277.699951,3290.199951,3185.042969,107916
2021-01-27,3300.000000,3305.300049,3227.149902,3261.050049,3156.824707,586936
2021-01-28,3240.000000,3272.699951,3183.949951,3199.449951,3097.193604,555279
2021-01-29,3206.000000,3215.000000,3100.500000,3112.899902,3013.409424,96018
2021-02-01,3104.000000,3165.000000,3045.100098,3140.699951,3040.321045,158508
2021-02-02,3161.000000,3224.550049,3154.500000,3203.000000,3100.630127,115905
2021-02-03,3207.000000,3235.149902,3164.600098,3199.100098,3096.854736,101798
2021-02-04,3206.000000,3233.949951,3177.000000,3187.300049,3085.431885,434127
2021-02-05,3191.100098,3200.000000,3129.500000,3158.050049,3057.116943,69573
2021-02-08,3185.199951,3224.949951,3155.500000,3215.149902,3112.391602,132081
2021-02-09,3200.000000,3245.149902,3165.050049,3175.800049,3074.299561,123700
2021-02-10,3177.000000,3219.300049,3158.949951,3210.949951,3108.325928,61444
2021-02-11,3223.000000,3223.000000,3186.000000,3205.850098,3103.389160,38475
2021-02-12,3197.000000,3245.800049,3183.399902,3191.149902,3089.158691,64320
2021-02-15,3206.000000,3206.000000,3131.000000,3139.949951,3039.595215,104489
2021-02-16,3158.899902,3166.250000,3100.250000,3109.300049,3009.924805,136791
2021-02-17,3109.000000,3131.949951,3047.000000,3073.500000,2975.269043,140215
2021-02-18,3073.000000,3098.750000,3032.000000,3057.550049,2959.828613,175502
2021-02-19,3057.550049,3085.850098,3017.550049,3072.100098,2973.913818,129152
2021-02-22,3090.000000,3090.000000,2945.500000,2958.750000,2864.186279,233886
2021-02-23,2971.600098,3027.899902,2970.000000,2980.000000,2884.757324,140264
2021-02-24,2980.199951,3002.250000,2701.000000,2951.399902,2857.071045,720041
2021-02-25,2980.000000,3029.449951,2969.100098,2992.899902,2897.245117,497914
2021-02-26,2968.500000,2971.899902,2881.350098,2896.050049,2803.490479,202274
2021-03-01,2930.000000,2964.949951,2900.000000,2926.199951,2832.676758,210795
2021-03-02,2970.000000,3025.399902,2946.149902,3010.550049,2914.330811,168724
2021-03-03,3030.000000,3063.449951,2996.500000,3058.649902,2960.893311,206125
2021-03-04,3030.000000,3081.550049,3019.899902,3047.699951,2950.293457,371283
2021-03-05,3020.000000,3063.449951,2997.350098,3007.000000,2910.894287,63785
2021-03-08,3039.000000,3039.000000,2996.000000,3007.199951,2911.087891,39194
2021-03-09,3008.050049,3066.899902,2993.000000,3049.949951,2952.471436,85833
2021-03-10,3080.199951,3092.000000,3060.100098,3071.949951,2973.768311,83120
2021-03-12,3075.000000,3115.649902,3042.050049,3056.899902,2959.199463,133299
2021-03-15,3054.000000,3098.899902,3043.000000,3066.350098,2968.347656,53492
2021-03-16,3064.850098,3139.899902,3063.000000,3108.699951,3009.343994,294600
2021-03-17,3108.000000,3156.750000,3086.000000,3112.699951,3013.215820,263394
2021-03-18,3122.000000,3145.000000,2986.300049,3036.800049,2939.741943,94103
2021-03-19,3032.000000,3098.000000,3004.449951,3063.250000,2965.346436,202074
2021-03-22,3060.000000,3139.000000,3018.050049,3129.600098,3029.576172,136270
2021-03-23,3139.750000,3168.500000,3124.000000,3142.050049,3041.628174,64888
2021-03-24,3125.000000,3151.699951,3111.500000,3120.949951,3021.202637,49838
2021-03-25,3120.949951,3129.699951,3051.000000,3068.050049,2969.993164,50991
2021-03-26,3083.000000,3118.000000,3044.000000,3068.149902,2970.089844,112808
2021-03-30,3080.000000,3188.000000,3059.850098,3159.949951,3058.955811,216943
2021-03-31,3155.000000,3205.000000,3131.649902,3177.600098,3076.041748,192113
2021-04-01,3190.000000,3215.699951,3146.000000,3165.899902,3064.715576,105274
2021-04-05,3171.000000,3262.550049,3151.250000,3239.300049,3135.770020,1005721
2021-04-06,3278.000000,3278.000000,3229.899902,3263.850098,3159.535400,105514
2021-04-07,3262.000000,3277.949951,3235.100098,3270.750000,3166.214844,68444
2021-04-08,3267.350098,3334.850098,3267.350098,3316.500000,3210.502441,73583
2021-04-09,3350.000000,3358.800049,3308.750000,3322.199951,3216.020264,98999
2021-04-12,3330.000000,3343.899902,3217.750000,3241.449951,3137.851074,149202
2021-04-13,3230.000000,3230.000000,3074.550049,3105.000000,3005.762207,247729
2021-04-15,3145.000000,3240.550049,3086.199951,3218.949951,3116.070313,673685
2021-04-16,3228.949951,3246.250000,3182.000000,3193.300049,3091.239990,106603
2021-04-19,3193.300049,3193.300049,3135.199951,3163.100098,3062.005371,56293
2021-04-20,3215.000000,3220.000000,3127.000000,3144.100098,3043.612793,108317
2021-04-22,3146.149902,3149.699951,3105.500000,3119.100098,3019.411377,199595
2021-04-23,3105.000000,3119.750000,3092.000000,3109.800049,3010.408936,67236
2021-04-26,3109.800049,3151.949951,3088.100098,3101.100098,3001.986816,96633
2021-04-27,3103.000000,3135.100098,3103.000000,3131.600098,3031.512207,43362
2021-04-28,3143.000000,3150.500000,3112.000000,3123.800049,3023.961426,39238
2021-04-29,3142.000000,3156.300049,3105.399902,3113.199951,3013.699951,62825
2021-04-30,3111.000000,3132.699951,3021.000000,3038.399902,2941.290527,69616
2021-05-03,3034.699951,3057.000000,3004.800049,3037.000000,2939.935547,110455
2021-05-04,3060.000000,3090.000000,3035.199951,3048.949951,2951.503662,71115
2021-05-05,3077.800049,3100.000000,3053.699951,3096.350098,2997.388672,40810
2021-05-06,3108.000000,3134.250000,3074.000000,3111.300049,3011.860840,197177
2021-05-07,3130.000000,3160.000000,3112.149902,3132.000000,3031.899170,90326
2021-05-10,3140.000000,3164.000000,3126.000000,3145.149902,3044.628906,36150
2021-05-11,3130.000000,3130.000000,3092.199951,3123.199951,3023.380615,42943
2021-05-12,3139.000000,3139.000000,3070.500000,3088.500000,2989.789551,65098
2021-05-14,3100.000000,3100.000000,3040.550049,3050.750000,2953.245850,78135
2021-05-17,3060.000000,3077.000000,3035.649902,3069.800049,2971.687256,101499
2021-05-18,3095.000000,3123.000000,3078.699951,3089.350098,2990.612305,71234
2021-05-19,3080.000000,3118.000000,3066.050049,3081.949951,2983.448975,63943
2021-05-20,3074.000000,3087.550049,3053.000000,3060.000000,2962.200439,44081
2021-05-21,3065.000000,3087.899902,3055.350098,3080.399902,2981.948242,25700
2021-05-24,3080.550049,3105.000000,3075.000000,3081.850098,2983.352295,34002
2021-05-25,3094.000000,3127.000000,3082.850098,3113.949951,3014.426270,89880
2021-05-26,3123.000000,3165.000000,3104.750000,3158.199951,3057.261719,63167
2021-05-27,3165.399902,3218.000000,3162.949951,3180.199951,3078.558594,89498
